,Company Name,Continent,Country,Visit ID,Visitor ID,Channel Group,Channel Medium,User Identification,Visit Date,Visit Start Time,Time on Site,Visits,Hits,Page Views,Event_buttonclick,Downloads,Video Views,Web Pages
7152,Thompson-Garcia,EU,Belgium,9289054216,22222151282960,Paid Search,Bing,Known Visitior,2023-01-23,20:48:42,145,80,84,9,69,2,1,fakepage.co.uk/products
7153,,EU,Finland,9394247711,56873065593336,Organic Search,Google,IP Address,2023-10-02,23:44:07,85,1,2,1,1,0,0,fakepage.co.uk/products
7154,,AS,Viet Nam,0229361577,68333685005549,Referral,Otherwebsite_placeholder,IP Address,2023-10-19,01:37:06,96,1,2,1,1,0,0,fakepage.co.uk/products
7155,,AS,Jordan,5342213959,64562872555436,Organic Search,Google,IP Address,2023-11-13,04:18:58,84,1,2,1,1,0,0,fakepage.co.uk/products
7156,Anderson Ltd,EU,Gibraltar,7650263851,39498598221730,Paid Search,Google,Marketo,2023-02-10,22:25:30,95,2,3,1,2,0,0,fakepage.co.uk/products
7157,Anderson-Mills,AS,Mongolia,3172275674,90391143828227,Paid Search,Google,IP Address,2023-07-02,11:44:58,155,1,2,1,1,0,0,fakepage.co.uk/products
7158,Terry-Johnson,AS,Syrian Arab Republic,1873085935,96183944893379,Direct,None,Known Visitior,2023-11-17,09:24:14,19,3,5,1,3,1,0,fakepage.co.uk/main
7159,,EU,Iceland,9928286453,01197645862260,Paid Search,Google,Known Visitior,2023-11-02,06:41:04,201,7,11,10,1,0,0,fakepage.co.uk/aboutus
7160,,EU,Denmark,6194031509,38117162800141,Direct,None,IP Address,2023-05-04,01:22:15,43,1,2,1,1,0,0,fakepage.co.uk/main
7161,,EU,Slovenia,7728992239,33095158532527,Email,Targeted Ad,Known Visitior,2023-08-16,02:19:10,78,2,3,1,2,0,0,fakepage.co.uk/main
7162,"Wilson, Lopez and Thomas",EU,Liechtenstein,4010539531,15578100353405,Direct,None,Known Visitior,2023-12-28,22:33:19,121,2,4,1,3,0,0,fakepage.co.uk/aboutus
7163,Silva Inc,EU,Liechtenstein,4652849074,93336469829807,Direct,None,Marketo,2023-10-09,17:21:26,50,2,4,1,2,1,0,fakepage.co.uk/aboutus
7164,,AS,China,4152569390,02375465937260,Email,Targeted Ad,IP Address,2023-07-19,03:35:28,76,1,2,1,1,0,0,fakepage.co.uk/main
7165,Williams-Rodriguez,EU,Serbia,4401648641,46005386973580,Email,Newsletter,Known Visitior,2023-06-11,16:54:33,26,28,56,13,11,3,2,fakepage.co.uk/aboutus
7166,"Bennett, Garcia and Francis",NA,El Salvador,9965676552,78806193535023,Email,Promo-Campaign,IP Address,2023-05-24,01:45:35,83,1,2,1,1,0,0,fakepage.co.uk/main
7167,Barker and Sons,NA,Nicaragua,9781623971,92412489423647,Direct,None,Known Visitior,2023-12-09,02:00:53,37,13,26,7,17,2,0,fakepage.co.uk/boom
7168,Scott LLC,NA,United States,5217015115,40005734848179,Organic Search,Bing,IP Address,2023-05-04,04:01:45,90,1,2,1,1,0,0,fakepage.co.uk/products
7169,"Caldwell, Wallace and Johnson",EU,Serbia,0282667632,78539103699171,Organic Search,Google,IP Address,2023-09-10,06:10:01,76,1,2,1,1,0,0,fakepage.co.uk/products
7170,Boyd-Bailey,NA,Saint Martin (French part),6602944145,20046556090421,Paid Search,Google,Marketo,2023-08-22,17:09:38,92,2,4,1,2,1,0,fakepage.co.uk/products
7171,Moore Inc,EU,Switzerland,3277629407,78821941635456,Organic Search,Google,Known Visitior,2023-04-11,12:46:58,141,5,6,1,2,3,0,fakepage.co.uk/main
7172,Snyder Group,NA,Mexico,0188751926,42170498867736,Organic Search,Google,Known Visitior,2023-07-26,11:27:13,22,4,8,1,7,0,0,fakepage.co.uk/main
7173,"Jefferson, Terry and Jones",AS,Lebanon,9010795930,37437403475221,Paid Search,Google,IP Address,2023-05-29,02:51:59,65,1,2,1,1,0,0,fakepage.co.uk/main
7174,Herrera LLC,AS,India,9230505983,44279726858751,Organic Search,Bing,IP Address,2023-07-01,14:44:23,185,1,2,1,1,0,0,fakepage.co.uk/main
7175,Thomas-Williams,AS,Maldives,5661216073,04408282401679,Email,Newsletter,IP Address,2023-04-25,10:22:28,63,1,2,1,1,0,0,fakepage.co.uk/main
7176,Kim-Goodman,NA,Canada,5609135504,05037904149737,Paid Search,Google,IP Address,2023-12-31,08:19:08,108,1,2,1,1,0,0,fakepage.co.uk/main
7177,,NA,Dominica,0439795202,20256730503786,Organic Search,Google,IP Address,2023-01-29,23:47:27,21,1,2,1,1,0,0,fakepage.co.uk/main
7178,"King, Collins and Wilson",AS,Cocos (Keeling) Islands,2393045376,76132692828986,Direct,None,Marketo,2023-10-29,10:00:03,87,2,3,1,2,0,0,fakepage.co.uk/aboutus
7179,Sandoval-Adams,NA,Honduras,5540879647,67649696860964,Organic Search,Google,Known Visitior,2023-10-20,10:31:37,51,2,3,1,2,0,0,fakepage.co.uk/boom
7180,"Lopez, Mayer and Lopez",NA,Curaçao,4999505488,45134382645104,Direct,None,IP Address,2023-12-28,07:09:07,170,1,2,1,1,0,0,fakepage.co.uk/main
7181,,NA,Mexico,3928641532,45238002175630,Email,Targeted Ad,IP Address,2023-02-18,08:17:08,43,1,2,1,1,0,0,fakepage.co.uk/main
7182,Sutton PLC,EU,San Marino,6395443924,26072549733887,Direct,None,IP Address,2023-02-25,21:46:57,64,1,2,1,1,0,0,fakepage.co.uk/boom
7183,"Wright, Ward and Henderson",EU,Hungary,9778273953,34033449680480,Direct,None,Known Visitior,2023-01-25,15:48:02,103,2,3,1,2,0,0,fakepage.co.uk/main
7184,"Dominguez, Moreno and Grimes",EU,San Marino,6587695968,17877488316148,Organic Search,Google,Known Visitior,2023-08-02,16:02:15,15,8,9,1,3,3,1,fakepage.co.uk/boom
7185,Lyons PLC,NA,Bahamas,8858466060,06809399195732,Organic Search,Google,IP Address,2023-08-31,18:57:36,55,1,2,1,1,0,0,fakepage.co.uk/main
7186,Love-Montes,EU,Andorra,3647358826,54731638460846,Paid Search,Google,IP Address,2023-06-12,06:12:34,26,1,2,1,1,0,0,fakepage.co.uk/main
7187,Smith-Wong,EU,Greece,5726213754,83691491072454,Organic Search,Google,Known Visitior,2023-08-08,03:38:48,41,9,14,5,7,2,0,fakepage.co.uk/main
7188,Lee-Johnston,EU,Sweden,8360023326,40328631328592,Organic Search,Google,IP Address,2023-04-11,23:03:28,15,1,2,1,1,0,0,fakepage.co.uk/main
7189,Atkins LLC,EU,Serbia,7609344474,66847908970784,Direct,None,Known Visitior,2023-01-27,14:06:32,15,2,3,1,2,0,0,fakepage.co.uk/products
7190,"Castillo, Jimenez and Brooks",NA,Saint Lucia,0378952098,81162438860903,Organic Search,Google,Marketo,2023-09-15,11:09:31,69,92,155,6,69,2,1,fakepage.co.uk/main
7191,"Evans, Nguyen and Wang",EU,Malta,6980664237,23415731580521,Paid Search,Bing,Marketo,2023-05-09,21:23:40,15,2,3,1,2,0,0,fakepage.co.uk/aboutus
7192,Russell-Jenkins,EU,Iceland,4740527407,01582121676566,Organic Social,Twitter,Marketo,2023-06-27,20:51:09,133,3,5,1,2,1,1,fakepage.co.uk/products
7193,"Kerr, Sawyer and Murray",AS,Cyprus,4618036220,50819629393640,Organic Search,Google,Known Visitior,2023-02-13,22:58:22,139,34,57,8,19,2,1,fakepage.co.uk/main
7194,Garcia-Todd,AS,Saudi Arabia,1848305352,21986071101548,Paid Search,Google,Known Visitior,2023-10-14,00:46:44,85,14,27,4,17,3,3,fakepage.co.uk/main
7195,,AS,Viet Nam,8235762537,53254376254929,Paid Search,Bing,IP Address,2023-05-27,09:00:26,134,1,2,1,1,0,0,fakepage.co.uk/main
7196,,EU,Montenegro,9901803429,27301082839993,Organic Search,Google,Known Visitior,2023-03-12,07:00:20,23,10,14,6,7,1,0,fakepage.co.uk/main
7197,Wright-Warren,EU,Montenegro,8366934214,91536107889019,Paid Search,Google,Known Visitior,2023-04-02,20:08:00,119,3,6,1,2,3,0,fakepage.co.uk/main
7198,Owen-Rowland,NA,Saint Barthélemy,1856801927,35014766442868,Organic Search,Google,Marketo,2023-03-07,23:35:16,61,3,5,1,3,1,0,fakepage.co.uk/aboutus
7199,,EU,North Macedonia,0074058877,75688982820844,Direct,None,IP Address,2023-10-31,19:28:04,163,1,2,1,1,0,0,fakepage.co.uk/products
7200,Huff-Church,AS,"Korea, Republic of",8073920291,74443917697507,Paid Search,Google,Known Visitior,2023-10-19,02:34:12,72,2,3,1,2,0,0,fakepage.co.uk/products
7201,"Murray, Morgan and Garcia",NA,Saint Pierre and Miquelon,9472602878,79320180961753,Organic Search,Google,Marketo,2023-10-18,10:19:34,123,45,81,8,38,2,1,fakepage.co.uk/products
7202,,EU,Belgium,0207112938,88858448101209,Paid Search,Bing,Known Visitior,2023-04-12,16:27:54,101,48,52,4,26,3,2,fakepage.co.uk/main
7203,Nguyen PLC,EU,Croatia,5020419628,59661129620453,Organic Search,Google,IP Address,2023-08-11,21:40:12,79,1,2,1,1,0,0,fakepage.co.uk/main
7204,"Nelson, Robinson and Chaney",EU,Serbia,4741796342,21623620457898,Paid Search,Google,IP Address,2023-02-23,07:55:35,103,1,2,1,1,0,0,fakepage.co.uk/products
7205,Hoffman-Odom,EU,"Moldova, Republic of",6428902395,20697062565093,Email,Newsletter,Known Visitior,2023-11-23,03:20:10,28,9,16,4,10,1,1,fakepage.co.uk/main
7206,,EU,Guernsey,8270750565,24709491629440,Paid Search,Google,Marketo,2023-07-15,15:20:09,15,3,4,1,3,0,0,fakepage.co.uk/main
7207,,NA,Honduras,9843897536,82044584402984,Paid Search,Google,Known Visitior,2023-11-18,22:30:47,108,16,31,7,12,1,1,fakepage.co.uk/main
7208,Salas-Davis,EU,Slovakia,5351227316,25977883477845,Paid Search,Google,IP Address,2023-04-02,03:38:00,129,1,2,1,1,0,0,fakepage.co.uk/main
7209,"Wilkerson, Hutchinson and Li",EU,Faroe Islands,8219552089,62554184976834,Direct,None,Known Visitior,2023-03-28,04:18:22,123,2,3,1,2,0,0,fakepage.co.uk/main
7210,King-Powell,EU,Gibraltar,8594888105,00763162004825,Email,Targeted Ad,IP Address,2023-04-20,03:37:35,89,1,2,1,1,0,0,fakepage.co.uk/products
7211,"Hanna, Gibson and Hill",EU,Bulgaria,7884293829,02835958181912,Paid Search,Google,IP Address,2023-02-05,17:15:16,85,1,2,1,1,0,0,fakepage.co.uk/products
7212,,AS,Indonesia,0576163719,28206148787453,Paid Search,Google,Known Visitior,2023-08-27,12:46:33,115,3,5,1,2,1,1,fakepage.co.uk/main
7213,,AS,Israel,5112376638,86377258636066,Paid Search,Google,IP Address,2023-06-24,05:46:07,78,1,2,1,1,0,0,fakepage.co.uk/products
7214,"Arnold, Rivera and George",EU,United Kingdom,7625716001,49112788879069,Paid Search,Bing,Known Visitior,2023-02-16,19:55:03,131,2,3,1,2,0,0,fakepage.co.uk/products
7215,,NA,Puerto Rico,2110711452,13949797524163,Paid Search,Google,IP Address,2023-11-13,08:08:39,15,1,2,1,1,0,0,fakepage.co.uk/products
7216,,EU,Spain,7353101838,26666550871550,Direct,None,Known Visitior,2023-02-15,19:24:37,27,14,18,8,10,0,0,fakepage.co.uk/aboutus
7217,Moore-Bridges,NA,"Virgin Islands, U.S.",8073980437,01127968939975,Paid Search,Bing,Known Visitior,2023-11-03,21:28:27,98,2,4,1,2,1,0,fakepage.co.uk/boom
7218,,EU,United Kingdom,9859463547,25884935436472,Direct,None,IP Address,2023-10-20,16:38:04,136,1,2,1,1,0,0,fakepage.co.uk/products
7219,"Hernandez, Moore and Phillips",NA,Saint Martin (French part),1588267077,50863605771251,Referral,Otherwebsite_placeholder,IP Address,2023-09-18,01:49:36,86,1,2,1,1,0,0,fakepage.co.uk/products
7220,Holmes-Hall,EU,Spain,7094309645,40621113653394,Paid Search,Google,IP Address,2023-12-05,18:20:00,198,1,2,1,1,0,0,fakepage.co.uk/boom
7221,"Williamson, Rogers and Alvarez",NA,Cayman Islands,3774725675,96929438686456,Organic Social,Instagram,Known Visitior,2023-08-14,12:18:48,15,4,5,1,3,1,0,fakepage.co.uk/products
7222,Hernandez-Nicholson,NA,United States,2506207300,44461806371996,Direct,None,IP Address,2023-09-28,06:00:18,86,1,2,1,1,0,0,fakepage.co.uk/main
7223,Jones-Church,EU,Croatia,3884939017,76576828513770,Paid Search,Google,Known Visitior,2023-01-02,17:34:44,134,2,3,1,2,0,0,fakepage.co.uk/products
7224,Sherman Group,AS,"Taiwan, Province of China",4053731842,57691747034824,Paid Search,Google,Known Visitior,2023-03-28,21:21:47,45,42,52,10,33,3,3,fakepage.co.uk/main
7225,Holmes-Gonzalez,EU,Malta,8053179251,27723135943516,Direct,None,Known Visitior,2023-03-04,07:08:01,97,79,109,11,29,1,2,fakepage.co.uk/products
7226,"Bullock, Scott and Patton",AS,Azerbaijan,4054655616,53773033004898,Paid Search,Bing,Known Visitior,2023-10-20,09:37:54,70,9,14,10,2,1,1,fakepage.co.uk/main
7227,"Shelton, Gonzalez and Brown",EU,Gibraltar,4894670189,76905179058119,Email,Promo-Campaign,Known Visitior,2023-02-26,07:15:23,156,41,70,7,16,2,4,fakepage.co.uk/boom
7228,,AS,Georgia,2443462554,07751180105511,Paid Search,Google,IP Address,2023-06-07,08:42:45,15,1,2,1,1,0,0,fakepage.co.uk/products
7229,,NA,Saint Kitts and Nevis,8521412738,71695004762834,Direct,None,Known Visitior,2023-03-30,21:33:18,64,2,3,1,2,0,0,fakepage.co.uk/main
7230,"Olson, Sanchez and Frank",NA,Montserrat,1740012568,02546452896011,Paid Search,Google,Marketo,2023-08-29,02:57:15,46,6,10,10,10,1,1,fakepage.co.uk/aboutus
7231,,NA,El Salvador,0252180580,10037073930426,Paid Search,Google,IP Address,2023-09-19,19:29:19,104,1,2,1,1,0,0,fakepage.co.uk/main
7232,Gray-Walker,EU,North Macedonia,6070577064,97281576101275,Paid Search,Google,Known Visitior,2023-01-29,18:00:22,63,3,6,1,3,2,0,fakepage.co.uk/main
7233,Anderson and Sons,EU,Luxembourg,6637431147,14566059577162,Referral,Partner-site,IP Address,2023-05-19,17:49:11,55,1,2,1,1,0,0,fakepage.co.uk/products
7234,"Bryant, Garcia and Cohen",EU,Malta,4689146298,63588529151440,Paid Search,Bing,Known Visitior,2023-09-14,01:48:47,149,2,3,1,2,0,0,fakepage.co.uk/main
7235,"Martin, Johnson and Moore",NA,Dominica,5233705555,56906680753651,Email,Targeted Ad,IP Address,2023-12-09,01:08:12,16,1,2,1,1,0,0,fakepage.co.uk/main
7236,Rivera-Grant,NA,Grenada,3014546003,79700620231850,Paid Search,Google,Known Visitior,2023-08-01,23:07:37,109,6,11,6,5,0,0,fakepage.co.uk/main
7237,,NA,Cuba,3224541005,00964805212519,Paid Search,Bing,IP Address,2023-07-08,21:57:42,79,1,2,1,1,0,0,fakepage.co.uk/boom
7238,,EU,Slovenia,0527810733,71028021610480,Paid Search,Bing,IP Address,2023-07-12,04:09:12,15,1,2,1,1,0,0,fakepage.co.uk/products
7239,Price-Gardner,EU,Spain,0389460817,96591873628032,Paid Search,Google,IP Address,2023-03-25,14:31:52,15,1,2,1,1,0,0,fakepage.co.uk/aboutus
7240,Roberts Group,AS,Armenia,0496951253,00490515786609,Organic Search,Google,IP Address,2023-04-03,12:36:09,121,1,2,1,1,0,0,fakepage.co.uk/aboutus
7241,Carlson-Graham,EU,Åland Islands,2655121438,23425091638233,Paid Search,Bing,IP Address,2023-06-01,09:41:11,186,1,2,1,1,0,0,fakepage.co.uk/main
7242,"Calhoun, Davidson and Parker",NA,Canada,4046229155,62786075825996,Paid Search,Google,Marketo,2023-08-31,13:16:56,15,2,4,1,3,0,0,fakepage.co.uk/products
7243,,EU,Iceland,1413098003,09984829237125,Organic Search,Google,IP Address,2023-01-19,15:05:11,53,1,2,1,1,0,0,fakepage.co.uk/products
7244,,EU,Austria,2105243891,70600738045830,Direct,None,IP Address,2023-03-01,04:31:55,229,1,2,1,1,0,0,fakepage.co.uk/boom
7245,,AS,Jordan,3218558632,77762660969830,Paid Search,Google,Marketo,2023-07-27,15:02:58,187,4,7,1,6,0,0,fakepage.co.uk/main
7246,"Fields, Bartlett and Callahan",NA,Cayman Islands,1645735281,88291356874747,Direct,None,Known Visitior,2023-05-31,12:40:14,61,3,4,1,3,0,0,fakepage.co.uk/main
7247,Poole-Simpson,AS,"Taiwan, Province of China",1290748536,70940246137024,Direct,None,IP Address,2023-06-10,14:06:40,88,1,2,1,1,0,0,fakepage.co.uk/boom
7248,,EU,Albania,3085400316,57417980544686,Direct,None,IP Address,2023-04-20,00:31:56,15,1,2,1,1,0,0,fakepage.co.uk/products
7249,Wilson-Pacheco,NA,Nicaragua,6735605619,85113704194463,Paid Search,Google,Known Visitior,2023-02-19,07:06:54,25,7,12,5,2,1,1,fakepage.co.uk/main
7250,"Castillo, Griffin and Saunders",EU,France,5911691951,28021907174691,Organic Search,Google,Known Visitior,2023-08-11,23:38:17,168,4,6,1,2,3,0,fakepage.co.uk/main
7251,,EU,Italy,1912210590,03042089368209,Organic Search,Bing,Known Visitior,2023-07-31,12:09:42,62,5,10,6,2,2,0,fakepage.co.uk/boom
7252,Chapman and Sons,EU,Norway,1043555079,47938318421531,Organic Search,Google,IP Address,2023-03-05,08:10:41,152,1,2,1,1,0,0,fakepage.co.uk/boom
7253,Wilson Ltd,NA,Turks and Caicos Islands,7115688816,81810917425585,Email,Targeted Ad,Known Visitior,2023-11-01,09:46:53,107,8,10,2,3,3,2,fakepage.co.uk/products
7254,Pierce-Sullivan,EU,Latvia,0576422560,72348703728547,Direct,None,Known Visitior,2023-05-11,20:30:37,117,3,4,1,3,0,0,fakepage.co.uk/main
7255,"Stanley, Davis and Mcintyre",NA,Montserrat,3980569277,58640866678830,Organic Search,Bing,Known Visitior,2023-07-03,12:56:04,107,13,16,5,11,0,0,fakepage.co.uk/products
7256,"Brooks, Pacheco and Wilson",EU,Bosnia and Herzegovina,5485543715,61526293376937,Organic Search,Google,Marketo,2023-07-06,18:29:12,62,5,10,7,3,0,0,fakepage.co.uk/main
7257,"Wilson, Miller and Garcia",EU,Switzerland,1211868407,72224856363831,Paid Search,Google,IP Address,2023-03-03,18:18:49,41,1,2,1,1,0,0,fakepage.co.uk/main
7258,"Johnson, Ryan and Garrett",EU,Italy,4534122277,96403857131972,Direct,None,Known Visitior,2023-03-30,14:12:08,17,6,9,1,5,2,1,fakepage.co.uk/aboutus
7259,,EU,Montenegro,5475143394,86622316035030,Paid Search,Google,Known Visitior,2023-10-11,01:58:28,132,5,6,1,5,0,0,fakepage.co.uk/products
7260,Hall-Hayes,NA,Saint Kitts and Nevis,9585404199,41112506120685,Organic Search,Google,Marketo,2023-11-03,04:29:52,92,2,4,1,2,1,0,fakepage.co.uk/main
7261,Burgess-Delgado,EU,Montenegro,9783012745,23563629839395,Paid Search,Bing,IP Address,2023-08-01,21:14:25,92,1,2,1,1,0,0,fakepage.co.uk/main
7262,"Rivera, Campbell and Paul",EU,Andorra,9003175470,82743932127913,Direct,None,Marketo,2023-10-31,02:52:58,73,3,4,1,3,0,0,fakepage.co.uk/main
7263,"Freeman, Garrison and Tucker",EU,Isle of Man,2374058161,50959872798176,Direct,None,Known Visitior,2023-01-30,06:25:44,140,85,112,12,86,3,1,fakepage.co.uk/products
7264,Elliott PLC,EU,Gibraltar,9095187728,82213541526448,Paid Search,Google,IP Address,2023-07-06,08:07:54,89,1,2,1,1,0,0,fakepage.co.uk/main
7265,Walker and Sons,NA,Guadeloupe,4380616912,41080381278360,Email,Targeted Ad,Marketo,2023-06-05,16:12:00,181,2,4,1,3,0,0,fakepage.co.uk/main
7266,"Barnes, Booth and Hull",NA,"Bonaire, Sint Eustatius and Saba",6175819488,55230841166725,Paid Search,Google,IP Address,2023-05-10,01:55:30,68,1,2,1,1,0,0,fakepage.co.uk/main
7267,"Harris, Taylor and Johnson",EU,Russian Federation,2581632662,52543596145776,Organic Search,Bing,IP Address,2023-06-08,19:08:08,53,1,2,1,1,0,0,fakepage.co.uk/main
7268,Yates Group,AS,China,3874184778,13612382964792,Organic Social,LinkedIn,Known Visitior,2023-08-09,17:30:07,115,3,5,1,4,0,0,fakepage.co.uk/main
7269,,AS,Azerbaijan,0834487705,75279392395716,Organic Search,Google,IP Address,2023-04-16,12:15:10,126,1,2,1,1,0,0,fakepage.co.uk/aboutus
7270,"Watson, Campbell and Smith",NA,Guadeloupe,8677310209,26873760987595,Direct,None,Known Visitior,2023-08-21,19:56:49,66,2,4,1,3,0,0,fakepage.co.uk/aboutus
7271,,AS,British Indian Ocean Territory,5271239805,32561899651317,Organic Search,Bing,IP Address,2023-02-03,00:53:29,127,1,2,1,1,0,0,fakepage.co.uk/main
7272,Ayala Ltd,AS,Indonesia,6348788323,47498200711441,Paid Search,Google,Known Visitior,2023-05-18,08:29:03,156,2,4,1,2,1,0,fakepage.co.uk/products
7273,Martinez-Soto,EU,Andorra,6990913241,93797738429721,Referral,Partner-site,Known Visitior,2023-03-23,09:32:47,47,2,4,1,3,0,0,fakepage.co.uk/products
7274,,EU,Gibraltar,5090729051,07630760745075,Direct,None,Marketo,2023-03-08,10:36:22,133,5,9,1,8,0,0,fakepage.co.uk/products
7275,,EU,Latvia,2510916312,55540882143088,Organic Search,Google,IP Address,2023-10-25,10:43:53,15,1,2,1,1,0,0,fakepage.co.uk/boom
7276,Garcia-Yu,EU,Croatia,7737528153,09390959423274,Organic Search,Google,IP Address,2023-10-19,09:49:43,64,1,2,1,1,0,0,fakepage.co.uk/boom
7277,Craig and Sons,AS,Lebanon,8979019498,97921356363043,Paid Search,Google,IP Address,2023-01-15,18:55:20,65,1,2,1,1,0,0,fakepage.co.uk/products
7278,,NA,Martinique,8904678226,69981091276966,Paid Search,Google,Marketo,2023-05-22,06:23:56,64,2,3,1,2,0,0,fakepage.co.uk/main
7279,,AS,Christmas Island,2879432981,74375744989399,Direct,None,IP Address,2023-02-28,00:33:29,120,1,2,1,1,0,0,fakepage.co.uk/aboutus
7280,Hutchinson LLC,EU,Luxembourg,6267150523,77933388616147,Paid Search,Google,IP Address,2023-07-07,16:02:03,25,1,2,1,1,0,0,fakepage.co.uk/aboutus
7281,,AS,Afghanistan,0340349467,39078517528141,Organic Search,Google,Known Visitior,2023-08-18,13:37:24,111,4,5,1,3,1,0,fakepage.co.uk/products
7282,Dean and Sons,AS,Kazakhstan,6552984681,12800349730750,Email,Newsletter,IP Address,2023-02-09,12:53:22,83,1,2,1,1,0,0,fakepage.co.uk/products
7283,Cherry Ltd,AS,Saudi Arabia,1905299640,09461102958967,Paid Search,Google,IP Address,2023-06-16,15:09:05,39,1,2,1,1,0,0,fakepage.co.uk/boom
7284,Lewis-Johns,EU,Gibraltar,5353952583,73350288753291,Paid Search,Google,IP Address,2023-11-22,11:51:15,115,1,2,1,1,0,0,fakepage.co.uk/products
7285,"Murray, Hernandez and Taylor",EU,Bulgaria,4318276938,29896548474426,Direct,None,Known Visitior,2023-08-04,13:28:44,43,5,10,5,4,1,0,fakepage.co.uk/aboutus
7286,,NA,Haiti,9933951285,19126044356126,Direct,None,Known Visitior,2023-06-28,08:38:45,87,4,6,1,3,1,1,fakepage.co.uk/aboutus
7287,Taylor-Rush,EU,Finland,4934584806,78213698321651,Paid Search,Google,Known Visitior,2023-05-24,22:03:32,89,3,6,1,3,1,1,fakepage.co.uk/main
7288,Williams Inc,NA,El Salvador,6449226444,03588100624627,Paid Search,Google,Known Visitior,2023-01-26,21:55:10,160,3,4,1,3,0,0,fakepage.co.uk/products
7289,Johnson-Holland,NA,"Bonaire, Sint Eustatius and Saba",6209277308,51015660234675,Paid Search,Bing,Known Visitior,2023-08-30,17:01:25,70,46,65,14,26,1,4,fakepage.co.uk/main
7290,Perry-Lyons,NA,Panama,9552609625,91356704269683,Paid Search,Google,Known Visitior,2023-02-27,18:10:46,73,3,5,1,3,1,0,fakepage.co.uk/products
7291,Lawson PLC,AS,Kazakhstan,8046621500,47623704104023,Email,Newsletter,Known Visitior,2023-05-18,23:02:05,93,19,29,9,16,1,3,fakepage.co.uk/main
7292,,EU,Liechtenstein,4102617913,10186148399014,Email,Promo-Campaign,Known Visitior,2023-02-08,14:13:21,62,7,14,7,7,0,0,fakepage.co.uk/aboutus
7293,Armstrong PLC,EU,Guernsey,4349969810,71877707662978,Organic Search,Google,Known Visitior,2023-04-11,05:33:52,48,5,9,1,7,1,0,fakepage.co.uk/main
7294,Stephens PLC,AS,Brunei Darussalam,7578075002,13751168346043,Paid Search,Google,IP Address,2023-03-29,07:17:37,66,1,2,1,1,0,0,fakepage.co.uk/main
7295,"Waters, Williams and Sanchez",NA,Turks and Caicos Islands,5612378637,12649501417113,Paid Search,Google,Known Visitior,2023-04-27,09:22:40,137,5,8,1,3,2,1,fakepage.co.uk/products
7296,,EU,Denmark,8797003243,59411418745460,Organic Search,Google,IP Address,2023-06-15,05:09:53,105,1,2,1,1,0,0,fakepage.co.uk/aboutus
7297,,EU,Belarus,8971191539,75080711077313,Paid Search,Google,Known Visitior,2023-11-24,11:58:11,61,41,57,13,44,0,0,fakepage.co.uk/main
7298,,EU,Croatia,7811032022,55235492964042,Organic Search,Google,Known Visitior,2023-03-25,16:13:54,25,4,6,1,3,1,1,fakepage.co.uk/main
7299,,EU,North Macedonia,3245541424,05983520247577,Paid Search,Google,Known Visitior,2023-12-19,13:26:53,63,16,25,9,13,3,0,fakepage.co.uk/boom
7300,Clarke-Morgan,NA,Saint Pierre and Miquelon,6484697502,38402462891539,Organic Search,Bing,Known Visitior,2023-11-05,18:15:54,89,3,5,1,4,0,0,fakepage.co.uk/aboutus
7301,Mcdaniel-Barr,NA,Saint Vincent and the Grenadines,3936721861,11352361321536,Organic Search,Bing,IP Address,2023-08-26,14:42:50,28,1,2,1,1,0,0,fakepage.co.uk/products
7302,Simmons-Greer,NA,Dominica,0424087299,64114927976991,Paid Search,Google,IP Address,2023-11-17,18:49:01,46,1,2,1,1,0,0,fakepage.co.uk/aboutus
7303,,EU,Albania,4755193499,19516882197474,Direct,None,Marketo,2023-03-03,23:48:01,15,4,6,1,2,3,0,fakepage.co.uk/main
7304,Smith-Owens,EU,Malta,4601985109,29628596464364,Paid Search,Bing,Known Visitior,2023-07-05,07:29:32,15,5,10,2,7,1,0,fakepage.co.uk/main
7305,Mullen-Davis,AS,Azerbaijan,6693366372,55385129595202,Paid Search,Google,IP Address,2023-07-15,02:07:09,46,1,2,1,1,0,0,fakepage.co.uk/aboutus
7306,Gardner Ltd,EU,Spain,8988692937,54802626314985,Paid Search,Google,Known Visitior,2023-11-22,20:12:24,108,15,16,10,4,2,0,fakepage.co.uk/products
7307,,EU,Denmark,4634715210,95916645729504,Paid Search,Google,IP Address,2023-12-03,20:22:38,82,1,2,1,1,0,0,fakepage.co.uk/products
7308,,EU,Lithuania,9136169573,13661558596875,Paid Search,Google,IP Address,2023-05-06,12:54:43,214,1,2,1,1,0,0,fakepage.co.uk/boom
7309,,NA,Cayman Islands,2525005766,89717299752788,Email,Targeted Ad,IP Address,2023-04-22,02:05:51,83,1,2,1,1,0,0,fakepage.co.uk/products
7310,Wang LLC,NA,Saint Lucia,5357774475,72860634743580,Paid Search,Google,IP Address,2023-05-21,14:26:45,128,1,2,1,1,0,0,fakepage.co.uk/main
7311,,NA,Greenland,6148680402,71593577514289,Organic Search,Google,Known Visitior,2023-06-23,01:44:59,15,8,16,3,13,0,0,fakepage.co.uk/boom
7312,,EU,San Marino,6959625741,82472964338513,Paid Search,Google,IP Address,2023-11-25,19:53:39,24,1,2,1,1,0,0,fakepage.co.uk/main
7313,,EU,San Marino,5063865421,35268778336600,Organic Search,Google,Known Visitior,2023-05-31,15:50:57,63,2,3,1,2,0,0,fakepage.co.uk/main
